article_title,country,lastrevid,article_quality,population,region
Onwuka Kalu,Nigeria,1112470651.0,C,218.5,WESTERN AFRICA
Ayodeji Karim,Nigeria,1072532374.0,C,218.5,WESTERN AFRICA
Mariam Yalwaji Katagum,Nigeria,1103670712.0,C,218.5,WESTERN AFRICA
Kingsley Kuku,Nigeria,1112576443.0,GA,218.5,WESTERN AFRICA
Ahmed Kusamotu,Nigeria,1106137169.0,Start,218.5,WESTERN AFRICA
Michael Kwanashie,Nigeria,1100651767.0,C,218.5,WESTERN AFRICA
Titilayo Laoye-Tomori,Nigeria,1093913213.0,Start,218.5,WESTERN AFRICA
Albert Legogie,Nigeria,1077821329.0,Stub,218.5,WESTERN AFRICA
Salisu Abubakar Maikasuwa,Nigeria,1091325704.0,Stub,218.5,WESTERN AFRICA
Ibrahim Makama Misau,Nigeria,1098987784.0,Stub,218.5,WESTERN AFRICA
Usman Mamman Durkwa,Nigeria,1099266872.0,Stub,218.5,WESTERN AFRICA
Ibrahim Mantu,Nigeria,1113723372.0,Stub,218.5,WESTERN AFRICA
Ahmed Marafa,Nigeria,1112349376.0,Stub,218.5,WESTERN AFRICA
Badiyya Hassan Mashi,Nigeria,1082055929.0,Start,218.5,WESTERN AFRICA
Louis Mbanefo,Nigeria,1113057799.0,C,218.5,WESTERN AFRICA
Sebastian Okechukwu Mezu,Nigeria,1104764040.0,Start,218.5,WESTERN AFRICA
Bernard Mikko,Nigeria,1111960947.0,Start,218.5,WESTERN AFRICA
Danladi Mohammed,Nigeria,1052835979.0,Stub,218.5,WESTERN AFRICA
Janet Nwadiogo Mokelu,Nigeria,1057572468.0,Start,218.5,WESTERN AFRICA
Abba Moro,Nigeria,1113730182.0,C,218.5,WESTERN AFRICA
Aliyu Sabiu Muduru,Nigeria,1103649307.0,Stub,218.5,WESTERN AFRICA
Fati Muhammad,Nigeria,1114568372.0,Start,218.5,WESTERN AFRICA
Umar Namadi,Nigeria,1111888637.0,Start,218.5,WESTERN AFRICA
Muhammad Mamman Nami,Nigeria,1019730842.0,Start,218.5,WESTERN AFRICA
Kemi Nelson,Nigeria,1102214912.0,Start,218.5,WESTERN AFRICA
Oladele John Nihi,Nigeria,1112372004.0,Start,218.5,WESTERN AFRICA
Suleiman Oba Nimota,Nigeria,1113502742.0,Start,218.5,WESTERN AFRICA
Uchechukwu Nnam-Obi,Nigeria,1103264140.0,Stub,218.5,WESTERN AFRICA
Frank Nneji,Nigeria,957094096.0,Start,218.5,WESTERN AFRICA
Blessing Nwagba,Nigeria,1103741541.0,Start,218.5,WESTERN AFRICA
John Nnia Nwodo,Nigeria,1087659892.0,Start,218.5,WESTERN AFRICA
Oba C. D. Akran,Nigeria,1045699802.0,Stub,218.5,WESTERN AFRICA
Patrick Obahiagbon,Nigeria,1025314884.0,Start,218.5,WESTERN AFRICA
Gaius Obaseki,Nigeria,1064434243.0,Start,218.5,WESTERN AFRICA
Peter Obi,Nigeria,1115641664.0,C,218.5,WESTERN AFRICA
Sheriff Oborevwori,Nigeria,1087025384.0,C,218.5,WESTERN AFRICA
Godwin Ogbaga,Nigeria,1115647301.0,Start,218.5,WESTERN AFRICA
Chigozie Ogbu,Nigeria,1089927435.0,Stub,218.5,WESTERN AFRICA
Osita Ogbu,Nigeria,1110380387.0,C,218.5,WESTERN AFRICA
Johnson Oghuma,Nigeria,1073266400.0,Stub,218.5,WESTERN AFRICA
Chris Ogiemwonyi,Nigeria,1047329410.0,C,218.5,WESTERN AFRICA
Clem Ohameze,Nigeria,1113831244.0,Start,218.5,WESTERN AFRICA
Abubakar Sadiku Ohere,Nigeria,1110748978.0,Start,218.5,WESTERN AFRICA
Sinatu Ojikutu,Nigeria,1112934170.0,Start,218.5,WESTERN AFRICA
Edward Ikem Okeke,Nigeria,1108887049.0,Start,218.5,WESTERN AFRICA
J. O. J. Okezie,Nigeria,1108887172.0,Stub,218.5,WESTERN AFRICA
Kenneth Okonkwo,Nigeria,1114479982.0,Start,218.5,WESTERN AFRICA
Doyin Okupe,Nigeria,1106135595.0,GA,218.5,WESTERN AFRICA
Alabi Hassan Olajoku,Nigeria,1106583214.0,C,218.5,WESTERN AFRICA
Ali Olanusi,Nigeria,1094886992.0,Start,218.5,WESTERN AFRICA
Raheem Olawuyi,Nigeria,1104484269.0,Stub,218.5,WESTERN AFRICA
Funmilayo Olayinka,Nigeria,1106156108.0,C,218.5,WESTERN AFRICA
Folake Olunloyo,Nigeria,1081273511.0,Stub,218.5,WESTERN AFRICA
Evelyn Omavowan Oboro,Nigeria,1064434740.0,Stub,218.5,WESTERN AFRICA
Adedayo Omolafe,Nigeria,1092314183.0,Start,218.5,WESTERN AFRICA
Emmanuel Onwe,Nigeria,1082543742.0,C,218.5,WESTERN AFRICA
D. K. Onwenu,Nigeria,1095888816.0,Stub,218.5,WESTERN AFRICA
Onyeka Onwenu,Nigeria,1115010468.0,C,218.5,WESTERN AFRICA
Nkeiruka Onyejeocha,Nigeria,1104061089.0,C,218.5,WESTERN AFRICA
Wenike Opurum Briggs,Nigeria,1100145330.0,C,218.5,WESTERN AFRICA
Kayode Otitoju,Nigeria,1113558048.0,Start,218.5,WESTERN AFRICA
Luqman Oyebisi Ilaka,Nigeria,1066659664.0,C,218.5,WESTERN AFRICA
Gboyega Oyetola,Nigeria,1115673934.0,Start,218.5,WESTERN AFRICA
Amal Pepple,Nigeria,1059940944.0,Start,218.5,WESTERN AFRICA
R.B.K. Okafor,Nigeria,1058539988.0,Stub,218.5,WESTERN AFRICA
Rukayya Dawayya,Nigeria,1103430602.0,Start,218.5,WESTERN AFRICA
Saliu Mustapha,Nigeria,1100916086.0,Start,218.5,WESTERN AFRICA
Thompson Salubi,Nigeria,1080955438.0,Start,218.5,WESTERN AFRICA
Yakubu Yakson Sanda,Nigeria,1063751976.0,Stub,218.5,WESTERN AFRICA
Yabagi Sani,Nigeria,1092063743.0,Start,218.5,WESTERN AFRICA
Sanusi Ohiare,Nigeria,1097531047.0,C,218.5,WESTERN AFRICA
Mamman Shata,Nigeria,1108883221.0,C,218.5,WESTERN AFRICA
Garba Shehu,Nigeria,1108878746.0,C,218.5,WESTERN AFRICA
Mustapha Baba Shehuri,Nigeria,1103264253.0,Stub,218.5,WESTERN AFRICA
Terhemba Shija,Nigeria,1065302065.0,Stub,218.5,WESTERN AFRICA
Moses Shipi,Nigeria,1086280374.0,Start,218.5,WESTERN AFRICA
Kunle Soname,Nigeria,1077158463.0,Stub,218.5,WESTERN AFRICA
Otunba Fatai Sowemimo,Nigeria,1101390301.0,Start,218.5,WESTERN AFRICA
Omoyele Sowore treason charges,Nigeria,1100045584.0,C,218.5,WESTERN AFRICA
Olaokun Soyinka,Nigeria,1109993658.0,Start,218.5,WESTERN AFRICA
Abubakar Y. Suleiman,Nigeria,1062361247.0,Stub,218.5,WESTERN AFRICA
Abdullahi Aliyu Sumaila,Nigeria,1108477551.0,GA,218.5,WESTERN AFRICA
Timipre Sylva,Nigeria,1090809642.0,C,218.5,WESTERN AFRICA
Nkiru Sylvanus,Nigeria,1112669416.0,C,218.5,WESTERN AFRICA
Ibrahim Tahir,Nigeria,1072093102.0,Start,218.5,WESTERN AFRICA
Ibrahim Talba,Nigeria,1092801107.0,C,218.5,WESTERN AFRICA
Oshodi Tapa,Nigeria,1085633163.0,C,218.5,WESTERN AFRICA
Titus Uba,Nigeria,1023158350.0,Start,218.5,WESTERN AFRICA
S. K. E. Udeh-Okoye,Nigeria,1085443459.0,Start,218.5,WESTERN AFRICA
Charles Udoh,Nigeria,1106445497.0,Start,218.5,WESTERN AFRICA
Bob-Manuel Udokwu,Nigeria,1112400971.0,Start,218.5,WESTERN AFRICA
Akolisa Ufodike,Nigeria,1045888715.0,Start,218.5,WESTERN AFRICA
Suleiman Sadiq Umar,Nigeria,1103264279.0,Stub,218.5,WESTERN AFRICA
Laz Unaogu,Nigeria,1108881048.0,Start,218.5,WESTERN AFRICA
Mariatu Bala Usman,Nigeria,1112774806.0,Stub,218.5,WESTERN AFRICA
Musa Usman,Nigeria,1097050471.0,Stub,218.5,WESTERN AFRICA
Edwin C.O. Uzor,Nigeria,1022898029.0,Stub,218.5,WESTERN AFRICA
Ebikabowei Victor-Ben,Nigeria,1108883243.0,Start,218.5,WESTERN AFRICA
Francis E. Waive,Nigeria,1089214150.0,Start,218.5,WESTERN AFRICA
John Wash Pam,Nigeria,1034798040.0,Stub,218.5,WESTERN AFRICA
Abdullahi Wuse,Nigeria,1104230028.0,Stub,218.5,WESTERN AFRICA
Yahaya Madawaki,Nigeria,1112041707.0,C,218.5,WESTERN AFRICA
Yakubu Umar Barde,Nigeria,1100297094.0,Stub,218.5,WESTERN AFRICA
Musa Yar'Adua,Nigeria,1094903117.0,Start,218.5,WESTERN AFRICA
Binos Dauda Yaroe,Nigeria,1115109696.0,C,218.5,WESTERN AFRICA
Yusuf Adamu Gagdi,Nigeria,1110903863.0,Stub,218.5,WESTERN AFRICA
Amina Zakari,Nigeria,1101009824.0,C,218.5,WESTERN AFRICA
Zanna Bukar Dipcharima,Nigeria,1097296174.0,Start,218.5,WESTERN AFRICA
Zubby Michael,Nigeria,1113919406.0,C,218.5,WESTERN AFRICA
Vangel Ajanovski-Oče,North Macedonia,1109721261.0,Stub,1.8,SOUTHERN EUROPE
Metodija Andonov-Čento,North Macedonia,1102387252.0,C,1.8,SOUTHERN EUROPE
Ljupčo Andonovski,North Macedonia,1101165962.0,Stub,1.8,SOUTHERN EUROPE
Slobodan Bogoevski,North Macedonia,1101165498.0,Stub,1.8,SOUTHERN EUROPE
Bojan Bojanovski,North Macedonia,1102021975.0,Stub,1.8,SOUTHERN EUROPE
Panko Brashnarov,North Macedonia,1112373078.0,C,1.8,SOUTHERN EUROPE
Slobodan Čašule,North Macedonia,1102021930.0,Stub,1.8,SOUTHERN EUROPE
Maksim Dimitrievski,North Macedonia,1074732072.0,Stub,1.8,SOUTHERN EUROPE
Risto Gjorgjiev,North Macedonia,1021234018.0,Stub,1.8,SOUTHERN EUROPE
Vasil Ivanovski,North Macedonia,1115269833.0,C,1.8,SOUTHERN EUROPE
Stevčo Jakimovski,North Macedonia,1102021139.0,Stub,1.8,SOUTHERN EUROPE
Igor Janusev,North Macedonia,1102021234.0,Stub,1.8,SOUTHERN EUROPE
Adnan Jashari,North Macedonia,1025299780.0,Start,1.8,SOUTHERN EUROPE
Mincho Jordanov,North Macedonia,1115539443.0,Stub,1.8,SOUTHERN EUROPE
Perko Kolevski,North Macedonia,1100256309.0,Stub,1.8,SOUTHERN EUROPE
Dimitar Kovačevski,North Macedonia,1109233025.0,C,1.8,SOUTHERN EUROPE
Sašo Mijalkov,North Macedonia,1102416498.0,Start,1.8,SOUTHERN EUROPE
Goran Mitevski,North Macedonia,1056839500.0,Stub,1.8,SOUTHERN EUROPE
Stanko Mladenovski,North Macedonia,979086523.0,Stub,1.8,SOUTHERN EUROPE
Ferdinand Odžakov,North Macedonia,984137578.0,Stub,1.8,SOUTHERN EUROPE
Todor Petrov,North Macedonia,1114089433.0,C,1.8,SOUTHERN EUROPE
Xhezair Shaqiri,North Macedonia,1111540111.0,Start,1.8,SOUTHERN EUROPE
Vančo Šontevski,North Macedonia,1028411437.0,Stub,1.8,SOUTHERN EUROPE
Nikola Spasovski,North Macedonia,1102021989.0,Stub,1.8,SOUTHERN EUROPE
Ivan Stoilković,North Macedonia,979086548.0,Start,1.8,SOUTHERN EUROPE
Dobri Veličkovski,North Macedonia,1100811231.0,Stub,1.8,SOUTHERN EUROPE
Zoran Veruševski,North Macedonia,1032175057.0,Stub,1.8,SOUTHERN EUROPE
Mile Zečević,North Macedonia,1101165735.0,Stub,1.8,SOUTHERN EUROPE
Ada Arnstad,Norway,1054893439.0,Start,5.4,NORTHERN EUROPE
Per Magnar Arnstad,Norway,1088339361.0,Stub,5.4,NORTHERN EUROPE
Blehr's Second Cabinet,Norway,981276789.0,Stub,5.4,NORTHERN EUROPE
Einar Thambarskelfir,Norway,1070894190.0,C,5.4,NORTHERN EUROPE
Jørgen Watne Frydnes,Norway,1093499905.0,Stub,5.4,NORTHERN EUROPE
Ole Fingalf Harbek,Norway,1015856925.0,Stub,5.4,NORTHERN EUROPE
Arild Hermstad,Norway,1112105903.0,Start,5.4,NORTHERN EUROPE
Jacob Hoel,Norway,1016190975.0,Stub,5.4,NORTHERN EUROPE
Hans Jørgen Lysglimt Johansen,Norway,1113856715.0,Start,5.4,NORTHERN EUROPE
Hans Jacob Arnold Kreyberg,Norway,1113998052.0,C,5.4,NORTHERN EUROPE
Lan Marie Berg,Norway,1112167490.0,C,5.4,NORTHERN EUROPE
Vibeke Larsen,Norway,1111882088.0,Start,5.4,NORTHERN EUROPE
Christian Monsen,Norway,1106575687.0,Start,5.4,NORTHERN EUROPE
Fridtjof Nansen,Norway,1104117248.0,FA,5.4,NORTHERN EUROPE
Irene Ojala,Norway,1111761348.0,Stub,5.4,NORTHERN EUROPE
Oddleif Olavsen,Norway,1097437295.0,Stub,5.4,NORTHERN EUROPE
Johan Henrik Rye,Norway,1086891400.0,Start,5.4,NORTHERN EUROPE
Julla Sæthern,Norway,1097434707.0,Stub,5.4,NORTHERN EUROPE
Finn Sjue,Norway,1107194297.0,Stub,5.4,NORTHERN EUROPE
Marcus Thrane,Norway,1081204763.0,C,5.4,NORTHERN EUROPE
Ingvil Smines Tybring-Gjedde,Norway,1058575718.0,Stub,5.4,NORTHERN EUROPE
Dag Inge Ulstein,Norway,1115528803.0,Start,5.4,NORTHERN EUROPE
Yusuf bin Alawi bin Abdullah,Oman,1079604153.0,Start,4.6,WESTERN ASIA
Yahya Al Khusaibi,Oman,1093289839.0,Stub,4.6,WESTERN ASIA
Malek Bin Sulaiman Al Ma'amari,Oman,1086839517.0,Stub,4.6,WESTERN ASIA
Maitha Al Mahrouqi,Oman,1093152128.0,Start,4.6,WESTERN ASIA
Moosa AbdulRahman Hassan,Oman,1113220195.0,C,4.6,WESTERN ASIA
Talal bin Suleiman Al Rahbi,Oman,1115480973.0,Stub,4.6,WESTERN ASIA
Abdullah Al Saidi,Oman,1094154493.0,Stub,4.6,WESTERN ASIA
Hilal Al Sarmi,Oman,1042412695.0,Stub,4.6,WESTERN ASIA
Asa'ad bin Tariq,Oman,1100852336.0,Start,4.6,WESTERN ASIA
Mufti Abdullah,Pakistan,1086282308.0,Stub,235.8,SOUTH ASIA
Kamruddin Ahmed,Pakistan,1066673223.0,Start,235.8,SOUTH ASIA
Ali Gul Sangi,Pakistan,1102866993.0,Start,235.8,SOUTH ASIA
Qazi Khalid Ali,Pakistan,1061386828.0,Stub,235.8,SOUTH ASIA
Master Taj-ud-Din Ansari,Pakistan,1055277731.0,Stub,235.8,SOUTH ASIA
Khurshid Anwar (Major),Pakistan,1019249061.0,GA,235.8,SOUTH ASIA
Ashab Uddin Ahmad,Pakistan,1106492750.0,B,235.8,SOUTH ASIA
Asiya Azeem,Pakistan,1115218624.0,C,235.8,SOUTH ASIA
Ghulam Mohammed Baloch,Pakistan,1100613559.0,C,235.8,SOUTH ASIA
Shah Nawaz Bhutto,Pakistan,1114796888.0,GA,235.8,SOUTH ASIA
Malik Khuda Bakhsh Bucha,Pakistan,1025364190.0,Stub,235.8,SOUTH ASIA
Syed Ata-ul-Muhaimin Bukhari,Pakistan,1098806672.0,Stub,235.8,SOUTH ASIA
Madar Bux,Pakistan,946682597.0,Stub,235.8,SOUTH ASIA
Chaudhry Abdul Rehman Khan,Pakistan,1112097668.0,Start,235.8,SOUTH ASIA
Dewan Taimur Raja Chowdhury,Pakistan,1088777280.0,Start,235.8,SOUTH ASIA
Mafiz Ali Chowdhury,Pakistan,1090577103.0,Start,235.8,SOUTH ASIA
Moinuddin Ahmed Chowdhury,Pakistan,1038606051.0,C,235.8,SOUTH ASIA
Zahur Ahmad Chowdhury,Pakistan,1092910022.0,Start,235.8,SOUTH ASIA
Nazo Dharejo,Pakistan,1057617078.0,Start,235.8,SOUTH ASIA
Abdul Ghafoor Khan Durrani,Pakistan,1060078937.0,Stub,235.8,SOUTH ASIA
Zia ur Rehman Farooqi,Pakistan,1114981696.0,Stub,235.8,SOUTH ASIA
Fazal-e-Maula,Pakistan,1111585475.0,Stub,235.8,SOUTH ASIA
Abdul Gani (soldier),Pakistan,1114588678.0,Start,235.8,SOUTH ASIA
Zulfiqar Halepoto,Pakistan,1113193751.0,Start,235.8,SOUTH ASIA
Syed Shamsul Hasan,Pakistan,1089919104.0,Start,235.8,SOUTH ASIA
Ahmed Hossain,Pakistan,1086824200.0,C,235.8,SOUTH ASIA
Shamsul Huq,Pakistan,1099395485.0,Start,235.8,SOUTH ASIA
Ibrahim Khan Qasmi,Pakistan,1099746853.0,Stub,235.8,SOUTH ASIA
Matloob Inkalabi,Pakistan,1104105231.0,Stub,235.8,SOUTH ASIA
Muhammad Ishaq Khattak,Pakistan,1031477897.0,Start,235.8,SOUTH ASIA
Syed Nazrul Islam,Pakistan,1099418431.0,C,235.8,SOUTH ASIA
Abul Hassan Isphani,Pakistan,1112283781.0,Start,235.8,SOUTH ASIA
Mufti Jafar Hussain,Pakistan,1108221912.0,Start,235.8,SOUTH ASIA
Jam Mashooq Ali,Pakistan,1101371911.0,Stub,235.8,SOUTH ASIA
Rustam Jamali,Pakistan,1095741768.0,Stub,235.8,SOUTH ASIA
Jamshed Iqbal Cheema,Pakistan,1098750748.0,Start,235.8,SOUTH ASIA
Hyder Bux Jatoi,Pakistan,1109006583.0,C,235.8,SOUTH ASIA
Hamid Javaid,Pakistan,1114366758.0,C,235.8,SOUTH ASIA
Jamal Kakakhel,Pakistan,1081294446.0,Stub,235.8,SOUTH ASIA
Mian Muhibullah Kakakhel,Pakistan,1105904247.0,C,235.8,SOUTH ASIA
Niat Qabool Hayat Kakakhel,Pakistan,1059591602.0,Start,235.8,SOUTH ASIA
Syed Kamal,Pakistan,1098085428.0,Start,235.8,SOUTH ASIA
Kazi Abdul Kader,Pakistan,1092167479.0,Start,235.8,SOUTH ASIA
Khwaja Khairuddin,Pakistan,1109963871.0,Start,235.8,SOUTH ASIA
Amir Habibullah Khan Saadi,Pakistan,1087680954.0,C,235.8,SOUTH ASIA
Amir Azam Khan,Pakistan,1094156547.0,C,235.8,SOUTH ASIA
Faisal Javed Khan,Pakistan,1102647219.0,Start,235.8,SOUTH ASIA
Iffat Liaqat Ali Khan,Pakistan,1068339278.0,Stub,235.8,SOUTH ASIA
Ikhtiar Wali Khan,Pakistan,1098374493.0,Stub,235.8,SOUTH ASIA
Khan Muhammad Khan,Pakistan,1044976576.0,GA,235.8,SOUTH ASIA
Khushdil Khan,Pakistan,1084590663.0,Stub,235.8,SOUTH ASIA
Malik Allahyar Khan,Pakistan,1082969817.0,Start,235.8,SOUTH ASIA
Omar Asghar Khan,Pakistan,1109672561.0,C,235.8,SOUTH ASIA
Qazi Ataullah Khan,Pakistan,1083276340.0,C,235.8,SOUTH ASIA
Rana Khudadad Khan,Pakistan,1070540191.0,Stub,235.8,SOUTH ASIA
Rana Nazeer Ahmed Khan,Pakistan,1094828711.0,Stub,235.8,SOUTH ASIA
Rao Jamil Akhtar Khan,Pakistan,1105640774.0,Stub,235.8,SOUTH ASIA
Rao Muhammad Afzal Khan,Pakistan,1059925873.0,Stub,235.8,SOUTH ASIA
Mohammad Aslam Khan (Pakistan Peoples Party politician),Pakistan,1090131852.0,Start,235.8,SOUTH ASIA
Tufail Ahmad Khan,Pakistan,1093903037.0,Stub,235.8,SOUTH ASIA
Wajih-uz-Zaman Khan,Pakistan,1095601638.0,Start,235.8,SOUTH ASIA
Shahal Khan Khoso,Pakistan,1109848970.0,Start,235.8,SOUTH ASIA
Mir Dariya Khan Khoso,Pakistan,1113813503.0,Stub,235.8,SOUTH ASIA
Naseer Khan Khoso,Pakistan,991636216.0,Stub,235.8,SOUTH ASIA
Zahoor Hussain Khoso,Pakistan,1057055718.0,Stub,235.8,SOUTH ASIA
Mumtaz Hasan Kizilbash,Pakistan,1108260069.0,Stub,235.8,SOUTH ASIA
Abdul Aziz Kurd,Pakistan,1115101306.0,Start,235.8,SOUTH ASIA
Qadir Magsi,Pakistan,1111312988.0,Start,235.8,SOUTH ASIA
Dodo Maheri,Pakistan,1063428037.0,Stub,235.8,SOUTH ASIA
Qadir Mandokhail,Pakistan,1048923998.0,Stub,235.8,SOUTH ASIA
Fakir Abdul Mannan,Pakistan,1115732951.0,Start,235.8,SOUTH ASIA
Khalid Mansoor,Pakistan,1080608920.0,Stub,235.8,SOUTH ASIA
Balach Marri,Pakistan,1093674771.0,C,235.8,SOUTH ASIA
Mir Humayun Khan Marri,Pakistan,1091472944.0,Stub,235.8,SOUTH ASIA
Sheikh Manzar Masaud,Pakistan,1104348929.0,Stub,235.8,SOUTH ASIA
Inayatullah Khan Mashriqi,Pakistan,1108821135.0,B,235.8,SOUTH ASIA
Maulana Bashir Ahmad Sialvi,Pakistan,1092899479.0,Start,235.8,SOUTH ASIA
Salim Jan Khan Mazari,Pakistan,1045985948.0,Stub,235.8,SOUTH ASIA
Tofazzal Hossain Manik Miah,Pakistan,1109599792.0,C,235.8,SOUTH ASIA
Mir Hasem Ali,Pakistan,992577566.0,Stub,235.8,SOUTH ASIA
Nepal Nag,Pakistan,1115613552.0,Start,235.8,SOUTH ASIA
Syed Sajid Ali Naqvi,Pakistan,1115205356.0,Start,235.8,SOUTH ASIA
Haji Omar,Pakistan,1103176696.0,Stub,235.8,SOUTH ASIA
Omer Sarfraz Cheema,Pakistan,1115873919.0,Start,235.8,SOUTH ASIA
Khurram Khan Panni,Pakistan,1064682649.0,Start,235.8,SOUTH ASIA
Saifullah Khan Paracha,Pakistan,1101223025.0,Start,235.8,SOUTH ASIA
Sher Ali Khan Pataudi,Pakistan,1112284109.0,C,235.8,SOUTH ASIA
Habib ur Rahman (Indian National Army officer),Pakistan,1110929177.0,C,235.8,SOUTH ASIA
Sheikh Tariq Rasheed,Pakistan,1102179617.0,Stub,235.8,SOUTH ASIA
Chaudhry Muhammad Riaz,Pakistan,1101464342.0,Stub,235.8,SOUTH ASIA
Syed Ali Qutab Shah Rizvi,Pakistan,957488901.0,Stub,235.8,SOUTH ASIA
Syed Nasir Ali Rizvi,Pakistan,1073017611.0,Start,235.8,SOUTH ASIA
Aamir Hayat Khan Rokhri,Pakistan,1064277769.0,Start,235.8,SOUTH ASIA
Amir Abdullah Khan Rokhri,Pakistan,1054886726.0,C,235.8,SOUTH ASIA
Choudry Mohammad Sadiq,Pakistan,1033621546.0,Stub,235.8,SOUTH ASIA
Hafiz Saeed,Pakistan,1114405892.0,GA,235.8,SOUTH ASIA
Sagheer Ahmad,Pakistan,1078509067.0,Start,235.8,SOUTH ASIA
Muhammad Saifullah,Pakistan,1074313192.0,Stub,235.8,SOUTH ASIA
Pir Syed Mohammad Yaqoob Shah,Pakistan,1063424910.0,Start,235.8,SOUTH ASIA
Syed Yahya Shah,Pakistan,1102547170.0,Start,235.8,SOUTH ASIA
Zulfiqar Shah,Pakistan,1099155083.0,C,235.8,SOUTH ASIA
Mian Muhammad Shahnawaz,Pakistan,1098328605.0,Stub,235.8,SOUTH ASIA
Nawab Muhammad Khan Shahwani,Pakistan,984332897.0,Stub,235.8,SOUTH ASIA
Shaikh Abdul Majeed Sindhi,Pakistan,1104534782.0,C,235.8,SOUTH ASIA
Khwaja Qamar ul Din Sialvi,Pakistan,1074180091.0,C,235.8,SOUTH ASIA
Moni Singh,Pakistan,1105440635.0,Start,235.8,SOUTH ASIA
Seth Sukhdev,Pakistan,1109750449.0,Stub,235.8,SOUTH ASIA
Riffat Akbar Swati,Pakistan,1051202625.0,Stub,235.8,SOUTH ASIA
Syed Muhammad Dehlavi,Pakistan,1100841766.0,Stub,235.8,SOUTH ASIA
Habibullah Khan Tarin,Pakistan,941586259.0,Stub,235.8,SOUTH ASIA
Mir Thebo,Pakistan,1107445015.0,Start,235.8,SOUTH ASIA
Mohammad Toaha,Pakistan,1046006361.0,Start,235.8,SOUTH ASIA
Altaf Hussain Unar,Pakistan,1015159658.0,Stub,235.8,SOUTH ASIA
Zille Huma Usman,Pakistan,1084053843.0,Start,235.8,SOUTH ASIA
Fazaldad Wahla,Pakistan,939648087.0,Stub,235.8,SOUTH ASIA
Kh. Abdul Samad Wani,Pakistan,1068379835.0,Stub,235.8,SOUTH ASIA
Mohammed Yahya,Pakistan,1011199561.0,Start,235.8,SOUTH ASIA
Waqar Zaka,Pakistan,1111821451.0,GA,235.8,SOUTH ASIA
Jahan Zeb of Swat,Pakistan,1112229199.0,C,235.8,SOUTH ASIA
Ubaidur Rahman Zia,Pakistan,1101759268.0,Stub,235.8,SOUTH ASIA
Abdelrahman al-Dajani,Palestinian Territory,1114424595.0,Stub,5.4,WESTERN ASIA
Al Tayeb Abdul Rahim,Palestinian Territory,1081665658.0,Start,5.4,WESTERN ASIA
Ziad Abu Ein,Palestinian Territory,1032668498.0,C,5.4,WESTERN ASIA
Aziz Abu Sarah,Palestinian Territory,1093302139.0,B,5.4,WESTERN ASIA
Ibrahim Abu-Lughod,Palestinian Territory,1102755813.0,C,5.4,WESTERN ASIA
Ziad Abuzayyad,Palestinian Territory,1099734952.0,Start,5.4,WESTERN ASIA
Atef Adwan,Palestinian Territory,1112490056.0,Start,5.4,WESTERN ASIA
Abdul-Ghani Al-Karmi,Palestinian Territory,1109786707.0,C,5.4,WESTERN ASIA
Musa Alami,Palestinian Territory,1101698788.0,C,5.4,WESTERN ASIA
Hossam Arafat (politician),Palestinian Territory,950552574.0,Stub,5.4,WESTERN ASIA
Yunis Al Astal,Palestinian Territory,1086736147.0,Start,5.4,WESTERN ASIA
Salah al-Bardawil,Palestinian Territory,1093921710.0,Stub,5.4,WESTERN ASIA
Mohammad Barghouti,Palestinian Territory,953312856.0,Stub,5.4,WESTERN ASIA
Omar Barghouti,Palestinian Territory,1112828331.0,C,5.4,WESTERN ASIA
Aref al-Dajani,Palestinian Territory,1108391228.0,Start,5.4,WESTERN ASIA
Ahmad Agha Duzdar,Palestinian Territory,1114424819.0,Start,5.4,WESTERN ASIA
Samir Abu Eisheh,Palestinian Territory,963604208.0,Stub,5.4,WESTERN ASIA
Faidi al-Alami,Palestinian Territory,1014732597.0,Stub,5.4,WESTERN ASIA
Yaqub al-Ghusayn,Palestinian Territory,1007295574.0,Start,5.4,WESTERN ASIA
Adnan Ghaith,Palestinian Territory,1115071005.0,Start,5.4,WESTERN ASIA
Zaki al-Ghul,Palestinian Territory,1112653191.0,Stub,5.4,WESTERN ASIA
Fadi al-Hadami,Palestinian Territory,1106882074.0,Stub,5.4,WESTERN ASIA
Amin Abd al-Hadi,Palestinian Territory,1028711678.0,Stub,5.4,WESTERN ASIA
Fathi Hamad,Palestinian Territory,1096202658.0,C,5.4,WESTERN ASIA
Osama Hamdan,Palestinian Territory,1095047322.0,C,5.4,WESTERN ASIA
Hajj Essa Hamed,Palestinian Territory,1083177826.0,Stub,5.4,WESTERN ASIA
Yahya Hammuda,Palestinian Territory,1065942026.0,Stub,5.4,WESTERN ASIA
Ismail Haniyeh,Palestinian Territory,1110995294.0,B,5.4,WESTERN ASIA
Muhammad Nimr al-Hawari,Palestinian Territory,1099820225.0,C,5.4,WESTERN ASIA
Ahmed Hilmi Pasha,Palestinian Territory,1112639582.0,C,5.4,WESTERN ASIA
Hussein al-Husayni,Palestinian Territory,1092499894.0,Start,5.4,WESTERN ASIA
Adnan al-Husayni,Palestinian Territory,1070027653.0,Stub,5.4,WESTERN ASIA
Jamal al-Husayni,Palestinian Territory,1095025021.0,GA,5.4,WESTERN ASIA
Musa al-Husayni,Palestinian Territory,1099999978.0,GA,5.4,WESTERN ASIA
Salim al-Husayni,Palestinian Territory,1098169960.0,Stub,5.4,WESTERN ASIA
